Plate_ID,Batch_ID,Run_Date,Analyst,Instrument_ID,Read_Order,Well,Row,Column,Sample_ID,Sample_Type,Replicate,Dilution_Factor,Expected_Concentration_pg_mL,Synthetic_True_Final_Concentration_pg_mL,OD450,Calculated_Assay_Concentration_pg_mL,Calculated_Final_Concentration_pg_mL,Result_Qualifier,Replicate_CV_Pct,Recovery_Pct,Sample_QC_Flag
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,21,B9,B,9,SMP-0727,Unknown,1,1,,15.9201,0.11619,14.9363,14.9363,<LLOQ,6.37,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,22,B10,B,10,SMP-0727,Unknown,2,1,,15.9201,0.12364,16.3445,16.3445,<LLOQ,6.37,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,23,B11,B,11,SMP-0728,Unknown,1,1,,1666.8884,2.26064,1700.8099,1700.8099,Quantifiable,1.09,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,24,B12,B,12,SMP-0728,Unknown,2,1,,1666.8884,2.25617,1674.677,1674.677,Quantifiable,1.09,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,25,C1,C,1,STD_500,Standard,1,1,500.0,500.0,1.70112,521.659,521.659,N/A,5.19,100.64,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,26,C2,C,2,STD_500,Standard,2,1,500.0,500.0,1.65175,484.7165,484.7165,N/A,5.19,100.64,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,27,C3,C,3,QC_Mid,QC,1,1,300.0,300.0,1.30053,298.144,298.144,N/A,1.16,100.2,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,28,C4,C,4,QC_Mid,QC,2,1,300.0,300.0,1.31277,303.0817,303.0817,N/A,1.16,100.2,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,29,C5,C,5,SMP-0729,Unknown,1,2,,80.5126,0.2677,42.072,84.1441,Quantifiable,3.31,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,30,C6,C,6,SMP-0729,Unknown,2,2,,80.5126,0.25674,40.1488,80.2976,Quantifiable,3.31,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,31,C7,C,7,SMP-0730,Unknown,1,1,,2043.2694,2.30021,1972.2143,1972.2143,>ULOQ,8.11,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,32,C8,C,8,SMP-0730,Unknown,2,1,,2043.2694,2.32719,2212.2948,2212.2948,>ULOQ,8.11,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,33,C9,C,9,SMP-0731,Unknown,1,1,,288.2495,1.26187,283.0716,283.0716,Quantifiable,4.16,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,34,C10,C,10,SMP-0731,Unknown,2,1,,288.2495,1.30577,300.2496,300.2496,Quantifiable,4.16,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,35,C11,C,11,SMP-0732,Unknown,1,10,,23.1618,0.05733,2.569,25.6903,<LLOQ,7.04,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,36,C12,C,12,SMP-0732,Unknown,2,10,,23.1618,0.05838,2.8384,28.384,<LLOQ,7.04,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,37,D1,D,1,STD_250,Standard,1,1,250.0,250.0,1.1716,250.6662,250.6662,N/A,0.68,100.75,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,38,D2,D,2,STD_250,Standard,2,1,250.0,250.0,1.17873,253.0971,253.0971,N/A,0.68,100.75,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,39,D3,D,3,QC_High,QC,1,1,1200.0,1200.0,1.96267,808.7427,808.7427,N/A,1.67,68.2,Fail
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,40,D4,D,4,QC_High,QC,2,1,1200.0,1200.0,1.97497,828.0875,828.0875,N/A,1.67,68.2,Fail
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,41,D5,D,5,SMP-0733,Unknown,1,1,,398.7212,1.51547,399.1928,399.1928,Quantifiable,2.68,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,42,D6,D,6,SMP-0733,Unknown,2,1,,398.7212,1.54261,414.5899,414.5899,Quantifiable,2.68,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,43,D7,D,7,SMP-0734,Unknown,1,1,,223.8425,1.08681,223.274,223.274,Quantifiable,0.37,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,44,D8,D,8,SMP-0734,Unknown,2,1,,223.8425,1.0906,224.445,224.445,Quantifiable,0.37,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,45,D9,D,9,SMP-0735,Unknown,1,1,,996.4121,2.04785,960.5904,960.5904,Quantifiable,1.23,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,46,D10,D,10,SMP-0735,Unknown,2,1,,996.4121,2.05592,977.498,977.498,Quantifiable,1.23,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,47,D11,D,11,SMP-0736,Unknown,1,5,,238.0368,0.30583,48.7734,243.8672,Quantifiable,2.35,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,48,D12,D,12,SMP-0736,Unknown,2,5,,238.0368,0.29677,47.1786,235.893,Quantifiable,2.35,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,49,E1,E,1,STD_125,Standard,1,1,125.0,125.0,0.70273,124.9177,124.9177,N/A,1.89,101.29,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,50,E2,E,2,STD_125,Standard,2,1,125.0,125.0,0.7183,128.2979,128.2979,N/A,1.89,101.29,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,51,E3,E,3,SMP-0737,Unknown,1,1,,43.8102,0.28138,44.4738,44.4738,Quantifiable,1.76,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,52,E4,E,4,SMP-0737,Unknown,2,1,,43.8102,0.28775,45.5933,45.5933,Quantifiable,1.76,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,53,E5,E,5,SMP-0738,Unknown,1,2,,9.1219,0.05964,3.1552,6.3105,<LLOQ,18.7,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,54,E6,E,6,SMP-0738,Unknown,2,2,,9.1219,0.06361,4.1168,8.2337,<LLOQ,18.7,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,55,E7,E,7,SMP-0739,Unknown,1,5,,17.4905,0.05774,2.6761,13.3806,<LLOQ,21.94,,Review
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,56,E8,E,8,SMP-0739,Unknown,2,5,,17.4905,0.06169,3.6591,18.2954,<LLOQ,21.94,,Review
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,57,E9,E,9,SMP-0740,Unknown,1,2,,150.8262,0.45917,76.3967,152.7933,Quantifiable,3.15,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,58,E10,E,10,SMP-0740,Unknown,2,2,,150.8262,0.44115,73.0663,146.1326,Quantifiable,3.15,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,59,E11,E,11,SMP-0741,Unknown,1,5,,51.6413,0.08578,8.9534,44.7671,<LLOQ,19.45,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,60,E12,E,12,SMP-0741,Unknown,2,5,,51.6413,0.1,11.8088,59.044,<LLOQ,19.45,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,61,F1,F,1,STD_62.5,Standard,1,1,62.5,62.5,0.3749,61.0382,61.0382,N/A,3.63,100.23,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,62,F2,F,2,STD_62.5,Standard,2,1,62.5,62.5,0.39277,64.2529,64.2529,N/A,3.63,100.23,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,63,F3,F,3,SMP-0742,Unknown,1,10,,1014.3447,0.59063,101.6654,1016.654,Quantifiable,1.46,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,64,F4,F,4,SMP-0742,Unknown,2,10,,1014.3447,0.60123,103.7905,1037.9047,Quantifiable,1.46,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,65,F5,F,5,SMP-0743,Unknown,1,1,,137.9517,0.76097,137.769,137.769,Quantifiable,0.23,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,66,F6,F,6,SMP-0743,Unknown,2,1,,137.9517,0.75894,137.3124,137.3124,Quantifiable,0.23,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,67,F7,F,7,SMP-0744,Unknown,1,2,,41.602,0.14337,20.0015,40.003,Quantifiable,8.57,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,68,F8,F,8,SMP-0744,Unknown,2,2,,41.602,0.15754,22.5826,45.1652,Quantifiable,8.57,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,69,F9,F,9,SMP-0745,Unknown,1,2,,37.5688,0.13269,18.0339,36.0678,<LLOQ,12.1,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,70,F10,F,10,SMP-0745,Unknown,2,2,,37.5688,0.15108,21.4098,42.8196,Quantifiable,12.1,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,71,F11,F,11,SMP-0746,Unknown,1,1,,730.9352,1.91329,738.1145,738.1145,Quantifiable,2.46,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,72,F12,F,12,SMP-0746,Unknown,2,1,,730.9352,1.89372,712.8394,712.8394,Quantifiable,2.46,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,73,G1,G,1,STD_31.25,Standard,1,1,31.25,31.25,0.20888,31.738,31.738,N/A,0.33,101.32,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,74,G2,G,2,STD_31.25,Standard,2,1,31.25,31.25,0.20803,31.5882,31.5882,N/A,0.33,101.32,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,75,G3,G,3,SMP-0747,Unknown,1,2,,2431.0237,2.13227,1167.7171,2335.4342,Quantifiable,12.77,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,76,G4,G,4,SMP-0747,Unknown,2,2,,2431.0237,2.19943,1399.605,2799.2101,Quantifiable,12.77,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,77,G5,G,5,SMP-0748,Unknown,1,2,,148.9437,0.45615,75.8363,151.6726,Quantifiable,0.48,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,78,G6,G,6,SMP-0748,Unknown,2,2,,148.9437,0.45339,75.3243,150.6485,Quantifiable,0.48,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,79,G7,G,7,SMP-0749,Unknown,1,2,,1598.5728,1.97094,821.6642,1643.3285,Quantifiable,4.86,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,80,G8,G,8,SMP-0749,Unknown,2,2,,1598.5728,1.93446,767.115,1534.2301,Quantifiable,4.86,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,81,G9,G,9,SMP-0750,Unknown,1,5,,1120.6113,1.09619,226.1774,1130.887,Quantifiable,0.3,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,82,G10,G,10,SMP-0750,Unknown,2,5,,1120.6113,1.09307,225.2078,1126.0392,Quantifiable,0.3,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,83,G11,G,11,SMP-0751,Unknown,1,1,,27.3209,0.17898,26.4345,26.4345,Quantifiable,3.67,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,84,G12,G,12,SMP-0751,Unknown,2,1,,27.3209,0.17151,25.0977,25.0977,Quantifiable,3.67,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,85,H1,H,1,STD_15.625,Standard,1,1,15.625,15.625,0.12132,15.9076,15.9076,N/A,4.98,98.34,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,86,H2,H,2,STD_15.625,Standard,2,1,15.625,15.625,0.1156,14.8246,14.8246,N/A,4.98,98.34,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,87,H3,H,3,SMP-0752,Unknown,1,10,,105.0182,0.09434,10.6863,106.8629,<LLOQ,11.0,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,88,H4,H,4,SMP-0752,Unknown,2,10,,105.0182,0.08671,9.1433,91.4326,<LLOQ,11.0,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,89,H5,H,5,SMP-0753,Unknown,1,1,,13.0855,0.11192,14.1224,14.1224,<LLOQ,1.57,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,90,H6,H,6,SMP-0753,Unknown,2,1,,13.0855,0.11031,13.8118,13.8118,<LLOQ,1.57,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,91,H7,H,7,SMP-0754,Unknown,1,2,,49.7708,0.16548,24.015,48.03,Quantifiable,6.46,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,92,H8,H,8,SMP-0754,Unknown,2,2,,49.7708,0.1783,26.3128,52.6255,Quantifiable,6.46,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,93,H9,H,9,SMP-0755,Unknown,1,1,,33.0663,0.21387,32.6183,32.6183,Quantifiable,0.23,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,94,H10,H,10,SMP-0755,Unknown,2,1,,33.0663,0.21447,32.7227,32.7227,Quantifiable,0.23,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,95,H11,H,11,SMP-0756,Unknown,1,1,,1651.681,2.22287,1502.0003,1502.0003,Quantifiable,0.63,,Pass
PLT-021,BATCH-05,2026-03-06,Analyst_C,ELISA_Reader_01,96,H12,H,12,SMP-0756,Unknown,2,1,,1651.681,2.22001,1488.7514,1488.7514,Quantifiable,0.63,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,1,A1,A,1,STD_2000,Standard,1,1,2000.0,2000.0,2.1855,1991.9043,1991.9043,N/A,8.9,106.28,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,2,A2,A,2,STD_2000,Standard,2,1,2000.0,2000.0,2.21473,2259.3618,2259.3618,N/A,8.9,106.28,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,3,A3,A,3,BLANK,Blank,1,1,0.0,0.0,0.04403,0.0011,0.0011,N/A,141.05,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,4,A4,A,4,BLANK,Blank,2,1,0.0,0.0,0.05164,0.8316,0.8316,N/A,141.05,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,5,A5,A,5,SMP-0757,Unknown,1,1,,154.1861,0.79845,156.2996,156.2996,Quantifiable,0.62,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,6,A6,A,6,SMP-0757,Unknown,2,1,,154.1861,0.79316,154.9303,154.9303,Quantifiable,0.62,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,7,A7,A,7,SMP-0758,Unknown,1,1,,112.9962,0.61479,112.2629,112.2629,Quantifiable,4.83,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,8,A8,A,8,SMP-0758,Unknown,2,1,,112.9962,0.65008,120.2075,120.2075,Quantifiable,4.83,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,9,A9,A,9,SMP-0759,Unknown,1,5,,851.0242,0.84623,169.0046,845.0229,Quantifiable,1.22,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,10,A10,A,10,SMP-0759,Unknown,2,5,,851.0242,0.83559,166.1232,830.6162,Quantifiable,1.22,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,11,A11,A,11,SMP-0760,Unknown,1,10,,51.8779,0.0635,3.8834,38.8341,<LLOQ,21.18,,Review
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,12,A12,A,12,SMP-0760,Unknown,2,10,,51.8779,0.06949,5.2516,52.516,<LLOQ,21.18,,Review
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,13,B1,B,1,STD_1000,Standard,1,1,1000.0,1000.0,1.95078,995.6344,995.6344,N/A,2.96,101.69,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,14,B2,B,2,STD_1000,Standard,2,1,1000.0,1000.0,1.96894,1038.1916,1038.1916,N/A,2.96,101.69,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,15,B3,B,3,QC_Low,QC,1,1,50.0,50.0,0.30711,50.2949,50.2949,N/A,0.95,101.27,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,16,B4,B,4,QC_Low,QC,2,1,50.0,50.0,0.31075,50.9751,50.9751,N/A,0.95,101.27,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,17,B5,B,5,SMP-0761,Unknown,1,10,,997.3765,0.56029,100.4038,1004.0381,Quantifiable,0.44,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,18,B6,B,6,SMP-0761,Unknown,2,10,,997.3765,0.55736,99.7804,997.8044,Quantifiable,0.44,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,19,B7,B,7,SMP-0762,Unknown,1,5,,1910.2809,1.38155,373.1588,1865.794,Quantifiable,1.58,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,20,B8,B,8,SMP-0762,Unknown,2,5,,1910.2809,1.39684,381.6049,1908.0244,Quantifiable,1.58,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,21,B9,B,9,SMP-0763,Unknown,1,1,,186.2374,0.90983,186.8805,186.8805,Quantifiable,0.76,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,22,B10,B,10,SMP-0763,Unknown,2,1,,186.2374,0.90291,184.8775,184.8775,Quantifiable,0.76,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,23,B11,B,11,SMP-0764,Unknown,1,1,,17.4716,0.13482,18.3857,18.3857,<LLOQ,2.0,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,24,B12,B,12,SMP-0764,Unknown,2,1,,17.4716,0.13213,17.8733,17.8733,<LLOQ,2.0,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,25,C1,C,1,STD_500,Standard,1,1,500.0,500.0,1.56517,491.7619,491.7619,N/A,3.39,100.77,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,26,C2,C,2,STD_500,Standard,2,1,500.0,500.0,1.59568,515.9346,515.9346,N/A,3.39,100.77,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,27,C3,C,3,QC_Mid,QC,1,1,300.0,300.0,1.22327,296.8731,296.8731,N/A,0.68,99.43,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,28,C4,C,4,QC_Mid,QC,2,1,300.0,300.0,1.22991,299.7221,299.7221,N/A,0.68,99.43,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,29,C5,C,5,SMP-0765,Unknown,1,1,,642.2627,1.74197,658.3602,658.3602,Quantifiable,0.47,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,30,C6,C,6,SMP-0765,Unknown,2,1,,642.2627,1.73818,653.9765,653.9765,Quantifiable,0.47,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,31,C7,C,7,SMP-0766,Unknown,1,5,,1141.9317,1.04483,229.1538,1145.769,Quantifiable,0.36,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,32,C8,C,8,SMP-0766,Unknown,2,5,,1141.9317,1.04134,227.9782,1139.8912,Quantifiable,0.36,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,33,C9,C,9,SMP-0767,Unknown,1,5,,11.6556,0.05877,2.7449,13.7245,<LLOQ,49.79,,Review
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,34,C10,C,10,SMP-0767,Unknown,2,5,,11.6556,0.0533,1.3153,6.5766,<LLOQ,49.79,,Review
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,35,C11,C,11,SMP-0768,Unknown,1,2,,18.9086,0.08116,7.7767,15.5535,<LLOQ,16.83,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,36,C12,C,12,SMP-0768,Unknown,2,2,,18.9086,0.09131,9.8774,19.7547,<LLOQ,16.83,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,37,D1,D,1,STD_250,Standard,1,1,250.0,250.0,1.09815,247.781,247.781,N/A,1.06,99.86,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,38,D2,D,2,STD_250,Standard,2,1,250.0,250.0,1.10843,251.5174,251.5174,N/A,1.06,99.86,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,39,D3,D,3,QC_High,QC,1,1,1200.0,1200.0,2.0455,1258.5536,1258.5536,N/A,6.79,100.07,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,40,D4,D,4,QC_High,QC,2,1,1200.0,1200.0,2.00869,1143.2296,1143.2296,N/A,6.79,100.07,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,41,D5,D,5,SMP-0769,Unknown,1,5,,22.9979,0.07094,5.574,27.8698,<LLOQ,17.34,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,42,D6,D,6,SMP-0769,Unknown,2,5,,22.9979,0.06554,4.3564,21.782,<LLOQ,17.34,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,43,D7,D,7,SMP-0770,Unknown,1,5,,209.3841,0.26222,41.9765,209.8823,Quantifiable,0.12,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,44,D8,D,8,SMP-0770,Unknown,2,5,,209.3841,0.26184,41.9073,209.5367,Quantifiable,0.12,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,45,D9,D,9,SMP-0771,Unknown,1,1,,208.1071,0.9558,200.5652,200.5652,Quantifiable,3.47,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,46,D10,D,10,SMP-0771,Unknown,2,1,,208.1071,0.98829,210.6608,210.6608,Quantifiable,3.47,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,47,D11,D,11,SMP-0772,Unknown,1,5,,513.5965,0.57995,104.6276,523.1379,Quantifiable,0.72,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,48,D12,D,12,SMP-0772,Unknown,2,5,,513.5965,0.57507,103.5748,517.8742,Quantifiable,0.72,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,49,E1,E,1,STD_125,Standard,1,1,125.0,125.0,0.67714,126.4535,126.4535,N/A,0.14,101.07,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,50,E2,E,2,STD_125,Standard,2,1,125.0,125.0,0.67611,126.2118,126.2118,N/A,0.14,101.07,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,51,E3,E,3,SMP-0773,Unknown,1,2,,1478.9609,1.80375,736.4748,1472.9495,Quantifiable,4.12,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,52,E4,E,4,SMP-0773,Unknown,2,2,,1478.9609,1.77209,694.7617,1389.5233,Quantifiable,4.12,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,53,E5,E,5,SMP-0774,Unknown,1,5,,1834.8799,1.38529,375.2068,1876.0338,Quantifiable,1.58,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,54,E6,E,6,SMP-0774,Unknown,2,5,,1834.8799,1.40053,383.6706,1918.353,Quantifiable,1.58,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,55,E7,E,7,SMP-0775,Unknown,1,1,,19.7229,0.15227,21.6756,21.6756,Quantifiable,3.96,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,56,E8,E,8,SMP-0775,Unknown,2,1,,19.7229,0.14598,20.4954,20.4954,Quantifiable,3.96,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,57,E9,E,9,SMP-0776,Unknown,1,1,,21.8786,0.15184,21.5946,21.5946,Quantifiable,1.79,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,58,E10,E,10,SMP-0776,Unknown,2,1,,21.8786,0.14896,21.0552,21.0552,Quantifiable,1.79,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,59,E11,E,11,SMP-0777,Unknown,1,5,,147.8057,0.19293,29.2238,146.119,Quantifiable,2.29,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,60,E12,E,12,SMP-0777,Unknown,2,5,,147.8057,0.19815,30.1869,150.9346,Quantifiable,2.29,,Pass
PLT-022,BATCH-05,2026-03-09,Analyst_A,ELISA_Reader_02,61,F1,F,1,STD_62.5,Standard,1,1,62.5,62.5,0.37437,62.9827,62.9827,N/A,0.46,100.45,Pass
